track_id,window_start_time,window_end_time,speed_mps_mean,acceleration_mps2_mean,bearing_deg_mean,speed_mps_var,acceleration_mps2_var,bearing_deg_var,speed_mps_max,acceleration_mps2_max,bearing_deg_max,speed_mps_min,acceleration_mps2_min,bearing_deg_min,speed_mps_quantile_0.9,acceleration_mps2_quantile_0.9,bearing_deg_quantile_0.9
1,2014-09-13 07:24:32,2014-09-13 07:25:02,2.68526821042239,0.2214816475169248,218.96912044076694,9.279128058073578,0.04319395850429096,28240.26629090183,7.36346237806249,0.4850260069196364,352.67585566429835,0.0,0.0,0.0,6.218984310351043,0.4332593480783926,339.2296953738035
1,2014-09-13 07:24:47,2014-09-13 07:25:17,7.5557093283044665,0.3325794584265874,158.22533901177272,11.421229514387301,0.05851996522806565,21189.179638591177,11.95995266246754,0.639301328979331,352.67585566429835,3.0493846627340235,-0.0675782706077813,5.663374187649879,11.410665830683556,0.5621636679494837,339.2296953738035
1,2014-09-13 07:25:02,2014-09-13 07:25:32,11.688458213213668,0.255553331334459,99.44726305704695,9.19746213218839,0.06455470731750654,768.8315921170451,14.87792585599045,0.639301328979331,116.37860065260816,7.025571025023583,-0.0675782706077813,51.29732837454259,14.413740523069148,0.500748121468909,116.0785385904638
1,2014-09-13 07:25:17,2014-09-13 07:25:47,12.168772312550297,-0.06121957889980042,117.83927103169731,9.2779221692178,0.34212809602621413,3.787423413403207,14.87792585599045,0.3672123792226582,120.00731189223497,8.02198988990593,-1.0577402695404607,115.62844549724724,14.674128116453748,0.33749475161490533,119.86953323742523
1,2014-09-13 07:25:32,2014-09-13 07:26:02,10.44107873631111,-0.1181386067931971,127.51940426550777,4.404909830993121,0.23755916817244552,116.82481613266062,14.368431507148694,0.3672123792226582,141.3659080048626,8.02198988990593,-1.0577402695404607,117.5191318611856,12.323614726157407,0.22687445273803364,140.9949958272008
1,2014-09-13 07:25:47,2014-09-13 07:26:17,7.770014254015484,-0.2830454102720879,137.6945805880856,14.836394205298483,0.20957820220297657,43.623388691554425,10.27879794516612,0.0865365262534091,141.3659080048626,1.280152951603174,-0.9819610220130414,125.93712493001384,10.276513157390726,0.05154111778948007,141.19699540668927
1,2014-09-13 07:26:02,2014-09-13 07:26:32,1.6904144070569191,-0.3424361991909212,139.87045317915255,9.696927646111027,0.17265053287491536,0.35990656150535416,7.171919083681423,0.0,140.94362650942924,0.0,-0.9819610220130414,139.6021598465834,4.815212630850124,0.0,140.4070398442909
1,2014-09-13 07:26:17,2014-09-13 07:26:47,0.0,-0.03555980421119927,139.6021598465834,0.0,0.007586998053232946,0.0,0.0,0.0,139.6021598465834,0.0,-0.2133588252671956,139.6021598465834,0.0,0.0,139.6021598465834
1,2014-09-13 07:26:32,2014-09-13 07:27:02,1.0086487384449982,0.19281163911597912,139.9769564657906,5.5701344952121135,0.20595584930360422,0.6605380854999999,5.822569638792319,1.1186493693829298,141.62572164501228,0.0,0.0,139.6021598465834,3.0259462153349945,0.5784349173479374,140.72654970420507
1,2014-09-13 07:26:47,2014-09-13 07:27:17,4.641908774079612,0.3098907593783766,139.95553108273788,18.433006773810757,0.2668433366924328,2.4597186262504227,8.979578027759702,1.1186493693829298,141.62572164501228,0.0,-0.133584102631889,137.6002920555842,8.658976181443169,0.8816568475609168,141.42427462825205
