id,latitude,longitude,track_id,time,distance_m,time_diff_s,speed_mps,acceleration_mps2,bearing_deg
1,-10.9393413858164,-37.0627421097422,1,2014-09-13 07:24:32,0.0,0.0,0.0,0.0,0.0
2,-10.939341385769,-37.0627421097809,1,2014-09-13 07:24:37,6.754811939968128e-06,5.0,1.3509623879936254e-06,2.701924775987251e-07,321.28648291500593
3,-10.9393239478718,-37.0627645137212,1,2014-09-13 07:24:42,3.1212731406792087,5.0,0.6242546281358418,0.12485065543469076,308.405474794339
4,-10.9392105616561,-37.0628430455445,1,2014-09-13 07:24:47,15.246923313670118,5.0,3.0493846627340235,0.4850260069196364,325.78353508330866
5,-10.9389389789911,-37.0628785984113,1,2014-09-13 07:24:53,30.44703745583758,6.0,5.074506242639597,0.33752026331759555,352.67585566429835
6,-10.9385435911514,-37.0628386631358,1,2014-09-13 07:24:59,44.18077426837494,6.0,7.36346237806249,0.38149268923714885,5.663374187649879
7,-10.9383460576505,-37.0625875627021,1,2014-09-13 07:25:04,35.12785512511792,5.0,7.025571025023583,-0.0675782706077813,51.29732837454259
8,-10.9384484455051,-37.0619998251528,1,2014-09-13 07:25:10,65.16827399339742,6.0,10.86137899889957,0.639301328979331,100.06135667030412
9,-10.9386660746204,-37.0614989339645,1,2014-09-13 07:25:15,59.799763312337696,5.0,11.95995266246754,0.21971473271359407,113.87058409053265
10,-10.9389862284613,-37.0608192197261,1,2014-09-13 07:25:21,82.30477514212318,6.0,13.717462523687196,0.292918310203276,115.62844549724724
11,-10.9393429131892,-37.0600866959415,1,2014-09-13 07:25:27,89.2675551359427,6.0,14.87792585599045,0.19341055538387555,116.37860065260816
12,-10.9396414360875,-37.0595030996298,1,2014-09-13 07:25:32,71.84215753574347,5.0,14.368431507148694,-0.10189886976835112,117.5191318611856
13,-10.9398579141531,-37.0591213205945,1,2014-09-13 07:25:38,48.13193933943558,6.0,8.02198988990593,-1.0577402695404607,120.00731189223495
14,-10.9400772902018,-37.0587290032396,1,2014-09-13 07:25:43,49.29025893009611,5.0,9.858051786019221,0.3672123792226582,119.66286525521065
15,-10.9403891021306,-37.0582908757149,1,2014-09-13 07:25:49,59.07669188339444,6.0,9.846115313899073,-0.0019894120200246355,125.93712493001385
16,-10.9407463806047,-37.0579922269229,1,2014-09-13 07:25:54,51.39398972583059,5.0,10.278797945166119,0.0865365262534091,140.624083649539
17,-10.9411793936124,-37.0576397274353,1,2014-09-13 07:26:00,61.63851585436582,6.0,10.273085975727637,-0.0009519949064135483,141.3659080048626
18,-10.9414799027875,-37.0573913752163,1,2014-09-13 07:26:06,43.031514502088534,6.0,7.171919083681423,-0.5168611486743692,140.94362650942924
19,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:12,7.6809177096190435,6.0,1.280152951603174,-0.9819610220130414,139.6021598465834
20,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:18,0.0,6.0,0.0,-0.21335882526719566,139.6021598465834
21,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:23,0.0,5.0,0.0,0.0,139.6021598465834
22,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:28,0.0,5.0,0.0,0.0,139.6021598465834
23,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:33,0.0,5.0,0.0,0.0,139.6021598465834
24,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:38,0.0,5.0,0.0,0.0,139.6021598465834
25,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:44,0.0,6.0,0.0,0.0,139.6021598465834
26,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:49,0.0,5.0,0.0,0.0,139.6021598465834
27,-10.9415422095559,-37.05733795467,1,2014-09-13 07:26:55,1.3759367512660197,6.0,0.22932279187766993,0.03822046531294499,141.62572164501228
28,-10.9417422658859,-37.0571659304346,1,2014-09-13 07:27:00,29.112848193961597,5.0,5.822569638792319,1.1186493693829298,139.82737776339786
29,-10.9421000724016,-37.056833161463,1,2014-09-13 07:27:06,53.87746816655822,6.0,8.979578027759702,0.5261680648278971,137.6002920555842
30,-10.9424436046914,-37.0565510553466,1,2014-09-13 07:27:12,49.06844047181021,6.0,8.178073411968368,-0.133584102631889,141.12210410311172
31,-10.942783282087,-37.0563672194186,1,2014-09-13 07:27:17,42.77155828925001,5.0,8.554311657850002,0.0752476491763268,152.01531151053564
32,-10.9430483969072,-37.0562007891263,1,2014-09-13 07:27:23,34.6290983912338,6.0,5.771516398538967,-0.4637992098851725,148.35232728955452
33,-10.9430896255589,-37.0558792710436,1,2014-09-13 07:27:28,35.399201160464514,5.0,7.079840232092903,0.26166476671078714,97.44109039171656
34,-10.943157098505,-37.0552885005004,1,2014-09-13 07:27:34,64.93108930750884,6.0,10.82184821791814,0.6236679976375394,96.63528262517923
35,-10.94331306032,-37.054664512767,1,2014-09-13 07:27:39,70.29534114117064,5.0,14.059068228234128,0.6474440020631977,104.28263388885262
36,-10.9434934531745,-37.0539906272633,1,2014-09-13 07:27:44,76.25549849309377,5.0,15.251099698618754,0.2384062940769251,105.25099372099066
37,-10.9437307342081,-37.0531333557592,1,2014-09-13 07:27:50,97.23868761579773,6.0,16.20644793596629,0.15922470622458906,105.74391893289595
38,-10.9439490705934,-37.0523363894564,1,2014-09-13 07:27:56,90.33066421356293,6.0,15.055110702260487,-0.19188953895096686,105.59098283071177
39,-10.9440888068829,-37.051916335502,1,2014-09-13 07:28:01,48.41922346162477,5.0,9.683844692324953,-1.0742532019871067,108.71769859309825
40,-10.9441134427653,-37.051844717417,1,2014-09-13 07:28:06,8.284734227777694,5.0,1.6569468455555387,-1.605379569353883,109.3085161183929
41,-10.9441646601166,-37.0516450552908,1,2014-09-13 07:28:12,22.529337898449636,6.0,3.754889649741606,0.3496571340310113,104.6424758275939
42,-10.9442224036202,-37.0512781900614,1,2014-09-13 07:28:18,40.563024075689476,6.0,6.760504012614913,0.5009357271455511,99.10778138531356
43,-10.944110383763,-37.0510435425217,1,2014-09-13 07:28:23,28.48486709735881,5.0,5.696973419471762,-0.21270611862863015,64.06916332714417
44,-10.9437149513471,-37.0510003278261,1,2014-09-13 07:28:28,44.22246084690925,5.0,8.84449216938185,0.6295037499820175,6.124247550368807
45,-10.9431917869049,-37.0509992649818,1,2014-09-13 07:28:34,58.17334749537683,6.0,9.695557915896138,0.1418442910857148,0.11428350252793962
46,-10.9426620243735,-37.0509779955345,1,2014-09-13 07:28:40,58.95265448272547,6.0,9.825442413787579,0.021647416315240104,2.257374617190294
47,-10.9422370402321,-37.050899772868,1,2014-09-13 07:28:45,48.02151255484878,5.0,9.604302510969756,-0.044227980563564626,10.243583891347612
48,-10.9418834994225,-37.0507762933952,1,2014-09-13 07:28:50,41.55908341481452,5.0,8.311816682962904,-0.2584971656013703,18.927640372649137
49,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:28:56,22.18397255052466,6.0,3.697328758420777,-0.7690813207570212,21.148855034747783
50,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:02,0.0,6.0,0.0,-0.6162214597367962,21.148855034747783
51,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:08,0.0,6.0,0.0,0.0,21.148855034747783
52,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:13,0.0,5.0,0.0,0.0,21.148855034747783
53,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:18,0.0,5.0,0.0,0.0,21.148855034747783
54,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:24,0.0,6.0,0.0,0.0,21.148855034747783
55,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:30,0.0,6.0,0.0,0.0,21.148855034747783
56,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:36,0.0,6.0,0.0,0.0,21.148855034747783
57,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:42,0.0,6.0,0.0,0.0,21.148855034747783
58,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:47,0.0,5.0,0.0,0.0,21.148855034747783
59,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:52,0.0,5.0,0.0,0.0,21.148855034747783
60,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:57,0.0,5.0,0.0,0.0,21.148855034747783
61,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:30:03,0.0,6.0,0.0,0.0,21.148855034747783
62,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:30:09,0.0,6.0,0.0,0.0,21.148855034747783
63,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:30:14,0.0,5.0,0.0,0.0,21.148855034747783
64,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:30:20,0.0,6.0,0.0,0.0,21.148855034747783
65,-10.9414732738477,-37.0505875545648,1,2014-09-13 07:30:26,27.92960837563702,6.0,4.654934729272837,0.7758224548788061,26.81988280487809
66,-10.9413822594917,-37.0501867793554,1,2014-09-13 07:30:32,44.90924024775858,6.0,7.484873374626431,0.47165644089226566,76.97652885747783
67,-10.9416643981633,-37.0497713582489,1,2014-09-13 07:30:37,55.14636430901602,5.0,11.029272861803204,0.7088798974353546,124.67311716197366
68,-10.941952547707,-37.0493938857767,1,2014-09-13 07:30:42,52.200313495261014,5.0,10.440062699052202,-0.11784203255020032,127.86511248834802
69,-10.942281490734,-37.0489806944703,1,2014-09-13 07:30:47,58.07518207019485,5.0,11.61503641403897,0.23499474299735362,129.03673633317032
